ID,QUESTION_TEXT,HINT,QUESTION_TYPE,CATEGORY,DIFFICULTY,LANGUAGE,ANSWER_OPTION_A,ANSWER_OPTION_B,ANSWER_OPTION_C,ANSWER_OPTION_D,ANSWER_CORRECT,HAS_ORDERED_ANSWERS,ANSWER_EXPLANATION,ANSWER_AUDIO,ANSWER_VIDEO,ANSWER_ACCESSIBLE_URL,ANSWER_ACCESSIBLE_URL_TEXT,ANSWER_SCIENTIFIC_URL,ANSWER_SCIENTIFIC_URL_TEXT,ANSWER_READING_RECOMMENDATION,ANSWER_IMAGE_URL,ANSWER_IMAGE_EXPLANATION,ANSWER_EXTRA_INFO,AUTHOR,VALIDATOR,VALIDATION_STATUS,ADDED,CREATED,UPDATED,TAGS_LIST
104,"En France sur ces dernières années, quelle est la part de l'électricité dans la consommation d'énergie ?",,QCM,5,2,Français,10 %,25 %,50 %,75 %,b,True,"Les énergies fossiles consommées directement (pétrole largement en tête) représentent quasiment les deux tiers (transport, chauffage, industrie, etc). Il faut aussi souligner qu’une petite partie de l’électricité est encore produite avec des énergies fossiles (centrales à gaz principalement).",,,https://www.connaissancedesenergies.org/fiche-pedagogique/mix-energetique-de-la-france,"Tout savoir sur le mix énergétique de la France : production, consommation, facture énergétique, histoire",https://www.iea.org/data-and-statistics?country=FRANCE&fuel=Energy%20consumption&indicator=Total%20final%20consumption%20(TFC)%20by%20source,,,,,,laydgeur,Matthieu Massart,Validée,2019-01-08,2019-01-08 00:00:00,2020-09-28 00:00:00,"[1, 39]"
105,En quelle année a été créé le GIEC (groupe d’experts intergouvernemental sur l’évolution du climat) ?,,QCM,6,2,Français,1972,1988,1992,1997,b,True,"le GIEC a été créé en 1988 par l'Organisation Météorologique Mondiale et le Programme des Nations Unies pour l'Environnement.

Le premier rapport d'évaluation du GIEC sur le changement climatique a été publié en 1990. Quatre autres rapports ont suivis (1995, 2001, 2007, 2014). Un 6ème rapport d'évaluation est en cours de rédaction et devrait paraitre en 2021/2022.",,,https://www.ecologie.gouv.fr/comprendre-giec,Comprendre le GIEC | Ministère de la Transition écologique,https://www.ipcc.ch/about/history/,,,,,,laydgeur,Matthieu Massart,Validée,2019-01-09,2019-01-09 00:00:00,2020-09-28 00:00:00,"[22, 50]"
106,Quelle est la première source d'énergie primaire dans le monde ?,,QCM,5,1,Français,Charbon,Gaz,Nucléaire,Pétrole,d,False,"On a consommé 4,4 milliards de tonnes en 2016, soit 32% du total. Contre 3,7 milliards de tonne équivalent pétrole pour le charbon et 3 milliards pour le gaz. Le nucléaire est loin derrière avec 0,7 milliards.",,,,,https://www.iea.org/data-and-statistics?country=WORLD&fuel=Energy%20supply&indicator=Total%20primary%20energy%20supply%20(TPES)%20by%20source,Data overview - IEA,,,,image originale: https://raw.githubusercontent.com/raphodn/know-your-planet/master/data/images/questions/laydgeur/004.jpg,laydgeur,Matthieu Massart,Validée,2019-01-10,2019-01-10 00:00:00,2020-09-28 00:00:00,[]
107,Vrai ou faux ? L'explosion d'une tonne de TNT libère plus d'énergie que la combustion d'une tonne de pétrole.,,VF,5,2,Français,Vrai,Faux,,,b,True,"42 Gigajoules pour la tonne de pétrole contre 4 Gigajoules pour la tonne de TNT. Cette différence s'explique par deux facteurs : la détonation du TNT se fait sans oxygène et n’est pas complète d'une part, et l’énergie de combustion du pétrole est calculée sans tenir compte de la masse d’oxygène nécessaire et avec une réaction complète, d’où une énergie élevée. On peut en revanche affirmer que le TNT a un pouvoir explosif bien plus important, car il libère cette énergie très rapidement sous forme de détonation.",,,,,,,,,,,laydgeur,Matthieu Massart,Validée,2019-01-11,2019-01-11 00:00:00,2020-09-28 00:00:00,"[11, 50]"
108,Quelle est la consommation en carburant d’un char Leclerc ?,,QCM,2,2,Français,30 litres/100km,60 litres/100km,100 litres/100km,200 litres/100km,b,True,"D’après l’armée de terre, le char Leclerc dispose de 900L pour 550km, soit conso 163L/100km. Avec les réservoirs supplémentaires, 1300L pour 650km, soit conso 200L/100km.",,,https://defense.gouv.fr/terre/equipements/materiels-specifiques/cavalerie/vehicules/char-leclerc,,,,,,,,laydgeur,,Écartée,2019-01-14,2019-01-14 00:00:00,2020-05-05 00:00:00,[33]
109,"Parmi ces unités, laquelle n’est PAS une unité de mesure de l’énergie ?",,QCM,8,2,Français,Calorie,Joule,Kilowatt,Tonne équivalent pétrole,c,False,"le kilowatt n’est PAS une unité d’énergie, c’est une unité de puissance. La puissance s’exprime en watt (W) et est un débit d’énergie (Joule par seconde). Le Joule (J) est l’unité officielle pour l’énergie. La calorie vaut 4,18 Joule. C’est la quantité d’énergie pour augmenter 1 gramme d’eau d’un degré. La tonne équivalent pétrole vaut 41,87 milliards de Joule.",,,,,,,,,,,laydgeur,,Écartée,2019-01-15,2019-01-15 00:00:00,2020-05-05 00:00:00,[50]
110,En quelle année a été décidé l’objectif de limiter le réchauffement climatique à +2°C ?,,QCM,6,3,Français,Sommet de la Terre 1992,Protocole de Kyoto 1997,Accords de Copenhague 2009,Accords de Paris 2015,c,True,L'objectif de contenir le réchauffement climatique à +2°C a été pris à Copenhague en 2009 lors de la COP15,,,,,https://unfccc.int/resource/docs/2009/cop15/fre/11a01f.pdf,,,,,image alternative: https://pbs.twimg.com/media/DV92X06VoAE3YmC.jpg,laydgeur,Matthieu Massart,Validée,2019-01-16,2019-01-16 00:00:00,2020-09-28 00:00:00,[38]
111,"Dans le monde, quelle est la part des usages non énergétiques du pétrole  ?","plastiques, huiles, solvants, goudrons...",QCM,7,3,Français,5 %,15 %,30 %,60 %,b,True,"Les usages non énergétiques du pétrole sont par exemple la fabrication de plastique, de goudron, de produits pour l'industrie chimique comme les lubrifiants, cires, peintures, engrais...Cette part représente environ 16% des usages du pétrole dans le monde. Tout le reste est brûlé, majoritairement dans les transports.",,,https://www.iea.org/data-and-statistics?country=WORLD&fuel=Oil&indicator=Oil%20products%20final%20consumption%20by%20sector,Data overview - IEA,,,,,,,laydgeur,Matthieu Massart,Validée,2019-01-17,2019-01-17 00:00:00,2020-09-28 00:00:00,"[11, 26]"
112,Qu’est-ce qui fournit le plus d’énergie ?,,QCM,5,2,Français,La chute d’une masse d'une tonne de 1500m de haut,La digestion d'un kilo de sucre,La combustion d'un litre d’essence,Le déplacement d'un poids lourd de 38 tonnes roulant à 100 km/h,c,False,"Le litre d’essence dépasse les autres d’un facteur 2.
- Énergie cinétique d’un camion de 38 tonnes qui roule à 100 km/h = 1/2*m*v², soit 15 MJ. 
- Énergie potentielle d’un objet de 1 tonne qui tombe de 1500m = m*g*h, soit 15 MJ
- Énergie d'1 kg de sucre : 17 MJ. 
- Énergie de combustion d’1 l d'essence = 33 MJ. 
La combustion d'1 litre d'essence permet de dégager en ordre de grandeur 100 heures d'un humain qui pédalerait sur une dynamo.",,,https://fr.wikipedia.org/wiki/Ordres_de_grandeur_d%27%C3%A9nergie,Ordres de grandeur d'énergie — Wikipédia,https://www.bilans-ges.ademe.fr/fr/accueil/documentation-gene/index/page/New_liquides,,,,,,laydgeur,Matthieu Massart,Validée,2019-01-18,2019-01-18 00:00:00,2020-09-28 00:00:00,"[11, 50]"
113,Quel est le volume d'un baril de pétrole ?,,QCM,5,2,Français,89 litres,129 litres,159 litres,189 litres,c,True,"Un baril équivaut à 159 litres (158.98 exactement), et 35 gallons impériaux",,,https://www.iea.org/reports/unit-converter-and-glossary,Unit converter – Analysis - IEA,,,,,,,laydgeur,Matthieu Massart,Écartée,2019-01-21,2019-01-21 00:00:00,2020-09-28 00:00:00,"[11, 50]"
114,Quelle est la consommation annuelle de carburants routiers en France (tous types confondus) ?,,QCM,2,3,Français,500 millions de litres,5 milliards de litres,50 milliards de litres,500 milliards de litres,c,True,"En 2017 la France a consommé environ 51 milliards de litres de carburants routiers. Un tel volume correspond à un cube de 370m de haut (ce serait donc le plus haut monument de France, s'il ne partait pas en fumée chaque année...).

SI l'on rajoute le carburant pour avions, tracteurs, bateaux, et le fioul des chaudières, cela fait 21 milliards de litres supplémentaires.",,,https://www.planetoscope.com/petrole/1480-consommation-de-petrole-en-france.html,Planetoscope - Statistiques : Consommation de p�trole en France,https://ccfa.fr/wp-content/uploads/2018/09/analyse_statistiques_2018_fr.pdf,,,,,,laydgeur,Matthieu Massart,Validée,2019-01-22,2019-01-22 00:00:00,2020-09-28 00:00:00,"[1, 33]"
115,Combien de pays sont membres de l'OPEP (Organisation des Pays Exportateurs de Pétrole) ?,,QCM,5,3,Français,5,9,13,21,c,True,"Fondé en 1960 par 5 pays, l'OPEP compte 13 membres depuis janvier 2020 et le retrait de l’Equateur",,,https://www.opec.org/opec_web/en/about_us/25.htm,OPEC : Member Countries,,,,,Pays membres de l’OPEP,,laydgeur,Matthieu Massart,Validée,2019-01-23,2019-01-23 00:00:00,2020-09-28 00:00:00,"[11, 50]"
116,Quel était le premier producteur mondial de pétrole en 2017 ?,,QCM,5,2,Français,Arabie Saoudite,États-Unis,Iran,Russie,b,False,"Dans la suite du classement en 2ème l'Arabie Saoudite, 3ème la Russie. Ces 3 pays représentent à eux seuls près de 40% de la production mondiale.",,,https://www.connaissancedesenergies.org/le-point-sur-la-production-petroliere-des-etats-unis-190415,Le point sur la production américaine de pétrole brut | Connaissances des énergies,https://www.eia.gov/tools/faqs/faq.php?id=709&t=6,,,,,image originale: https://raw.githubusercontent.com/raphodn/know-your-planet/master/data/images/questions/laydgeur/014.jpg,laydgeur,Matthieu Massart,Validée,2019-01-24,2019-01-24 00:00:00,2020-09-28 00:00:00,[11]
117,"En 2017, quel pays est le premier fournisseur de la France en pétrole brut ?",,QCM,5,4,Français,Arabie Saoudite,Iran,Kazakhstan,Russie,c,False,En 2017 le Kazakhstan et la Russie sont ex-æquo avec 9 Mt chacun ! Le 3ème est l'Iran et le 4ème l'Arabie Saoudite.,,,,,https://www.statistiques.developpement-durable.gouv.fr/sites/default/files/2018-10/datalab-43-chiffres-cles-de-l-energie-edition-_2018-septembre2018.pdf,,,,,,laydgeur,Matthieu Massart,Validée,2019-01-25,2019-01-25 00:00:00,2020-09-28 00:00:00,"[1, 11]"
118,"DOUBLON Quelle était la concentration en CO2 dans l'atmosphère à l'ère pré-industrielle (dans les années 1850)  (en ppm, parties par millions, soit en dix-millièmes de %) ?",,QCM,1,2,Français,160 ppm,280 ppm,320 ppm,400 ppm,b,True,"La concentration en CO2 dans l’atmosphère (en vert) est restée remarquablement stable durant les deux derniers millénaires, aux alentours de 280ppm, jusqu’au début de l’ère industrielle vers 1750-1800.",,,,,https://www.ipcc.ch/site/assets/uploads/2018/02/WG1AR5_Chapter06_FINAL.pdf,,,,,,laydgeur,Matthieu Massart,Écartée,2019-01-28,2019-01-28 00:00:00,2020-09-28 00:00:00,"[12, 13, 142, 153]"
119,Quelle est la principale utilisation du charbon en France (en 2018) ?,,QCM,5,3,Français,Chauffage domestique,Hauts fourneaux (fonte),Industrie (hors fonte),Production d’électricité,b,False,"La production d’électricité arrive ensuite, suivie par l’industrie hors fonte.",,,,,https://www.statistiques.developpement-durable.gouv.fr/sites/default/files/2018-10/datalab-43-chiffres-cles-de-l-energie-edition-_2018-septembre2018.pdf#page39,,,,,,laydgeur,Matthieu Massart,Validée,2019-01-30,2019-01-30 00:00:00,2020-09-28 00:00:00,"[1, 40]"
120,"En 2017 en France, quelle était la part des voitures électriques dans l'immatriculation des voitures neuves ?",,QCM,2,2,Français,1 %,5 %,10 %,15 %,a,True,"Soit à peine 25 000 véhicules sur un total de plus de 2,1 millions.",,,,,https://ccfa.fr/wp-content/uploads/2018/09/analyse_statistiques_2018_fr.pdf,,,,,,laydgeur,Matthieu Massart,Validée,2019-01-30,2019-01-30 00:00:00,2020-09-28 00:00:00,"[1, 33, 35, 60, 216]"
121,Quelle est la taille des données et modèles climatiques qui ont été utilisés par le GIEC dans leur dernier rapport d’évaluation en 2014 (en GigaOctets) ?,,QCM,8,3,Français,2 000 Go,20 000 Go,200 000 Go,2 000 000 Go,b,True,C'est notamment grâce à l'augmentation de la puissance de calcul que les modèles climatiques s'affinent.,,,,,https://www.ipcc.ch/site/assets/uploads/2018/03/WG1AR5_FactSheet.pdf,,,,,,laydgeur,Matthieu Massart,Écartée,2019-01-31,2019-01-31 00:00:00,2020-05-05 00:00:00,[22]
122,"Dans la Guerre des Etoiles, quelle serait la puissance d'un sabre laser de Jedi ?",,QCM,8,2,Français,1 MW,100 MW,1 GW,100 GW,c,True,"D’après les calculs de Roland Lehoucq dans son livre « Faire des sciences avec Star Wars », un sabre laser Jedi aurait la puissance d'un réacteur nucléaire !",,,https://www.youtube.com/watch?v=BK_MkRrgyXw,La physique de Star Wars par Roland Lehoucq - YouTube,,,,,,,laydgeur,Matthieu Massart,Écartée,2019-02-01,2019-02-01 00:00:00,2020-05-20 00:00:00,[]
123,Le protocole de Kyoto de 1992 (+amendement de Doha) fixe la liste des gaz à effet de serre qui doivent être inventoriés chaque année. Combien de gaz à effet de serre sont dans cette liste ?,,QCM,1,3,Français,2,3,7,12,c,True,"CO2, CH4, N2O, HFC, PFC, SF6, NF3",,,,,https://treaties.un.org/doc/Treaties/2012/12/20121217%2011-40%20AM/CN.718.2012.pdf,,,,,,laydgeur,Matthieu Massart,Validée,2019-02-04,2019-02-04 00:00:00,2020-09-28 00:00:00,[22]
124,"En France, quel est le secteur qui consomme le plus d’énergie ?",,QCM,2,2,Français,Agriculture,Industrie,Résidentiel-Tertiaire,Transport,c,False,"Le résidentiel-tertiaire représente 47%, suivi par les transports (31%), l’industrie (19%). L’agriculture est loin derrière à 3%.",,,,,https://www.statistiques.developpement-durable.gouv.fr/sites/default/files/2018-10/datalab-43-chiffres-cles-de-l-energie-edition-_2018-septembre2018.pdf#page20,,,,,doublon avec la 11,laydgeur,Matthieu Massart,Validée,2019-02-06,2019-02-06 00:00:00,2020-09-28 00:00:00,[1]
125,Quelle est la consommation moyenne de carburant d'un poids lourd en France ?,,QCM,2,2,Français,16 l/100km,25 l/100km,34 l/100km,43 l/100km,c,True,"En 2017 en France la consommation moyenne des poids lourds (> 5 tonnes) est de 34 l/100km. Cela semble beaucoup par rapport à une voiture, mais il ne faut pas oublier que le camion peut transporter plusieurs tonnes voire dizaines de tonnes de marchandises, là où une voiture ne déplace que quelques dizaines de kilos de poids utile la plupart du temps.",,,https://fr.statista.com/statistiques/487208/consommation-de-carburant-moyenne-vehicule-lourd-france/,•  Consommation de carburant des véhicules lourds en France 2019 | Statista,https://ccfa.fr/wp-content/uploads/2018/09/analyse_statistiques_2018_fr.pdf,,,,,,laydgeur,Matthieu Massart,Validée,2019-02-06,2019-02-06 00:00:00,2020-09-28 00:00:00,"[1, 33]"
126,"En France, quel est la proportion de voies ferrées qui sont électrifiées ?",,QCM,5,3,Français,50 %,65 %,80 %,90 %,a,True,"52% pour être précis. Cela paraît peu, mais sur ces 52% circulent 90% des passagers et 85% du fret.",,,https://www.sncf-reseau.com/fr/reseau,Réseau | SNCF RÉSEAU,,,,,,,laydgeur,Matthieu Massart,Écartée,2019-02-07,2019-02-07 00:00:00,2020-05-05 00:00:00,"[1, 33, 42]"
127,La consommation d'électricité de l'Île-de-France correspond à la production duquel de ces quatre pays ?,,QCM,5,2,Français,Algérie,Danemark,Grèce,Portugal,a,False,"En 2016 la région Île-de-France a consommé 73 TWh d’électricité. En 2016 l’Algérie en a produit 71 TWh. Le Portugal en a produit 60, la Grèce 55, et le Danemark 30.",,,,,,,,,,"autre image originale: https://raw.githubusercontent.com/raphodn/know-your-planet/master/data/images/questions/laydgeur/025b.jpg

Source Fr : https://www.rte-france.com/fr/eco2mix/donnees-en-energie Source autres pays : https://www.iea.org/data-and-statistics?country=WORLD&fuel=Energy supply&indicator=Total primary energy supply (TPES) by source%20by%20source)",laydgeur,Matthieu Massart,Validée,2019-02-08,2019-02-08 00:00:00,2020-09-28 00:00:00,"[1, 39]"
128,Quel est le premier fournisseur de gaz de la France ?,,QCM,5,2,Français,Algérie,Norvège,Qatar,Russie,b,False,"Le premier fournisseur en gaz de la France est de loin la Norvège, avec 42% du total. Suivie par la Russie (19%), Pays-Bas (10%) et Algérie (8%).",,,,,https://www.statistiques.developpement-durable.gouv.fr/sites/default/files/2018-10/datalab-43-chiffres-cles-de-l-energie-edition-_2018-septembre2018.pdf,,,,,,laydgeur,Matthieu Massart,Validée,2019-02-11,2019-02-11 00:00:00,2020-09-28 00:00:00,"[1, 41]"
129,"Sur la trajectoire actuelle d'émission, en quelle année les modèles du GIEC prévoient-ils que nous atteindrons +1,5°C de réchauffement par rapport au niveau préindustriel ?",,QCM,1,2,Français,2030,2040,2050,2060,b,True,"Sur la trajectoire actuelle, la température moyenne de la planète atteindra +1,5°C en 2040.",,,,,https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter1_Low_Res.pdf,,,,,,laydgeur,Matthieu Massart,Validée,2019-02-12,2019-02-12 00:00:00,2020-09-28 00:00:00,"[22, 51, 142, 163]"
130,[ECARTEE] Quelle est la perte de masse annuelle de la calotte glaciaire du Groenland ?,,QCM,1,3,Français,285 millions de tonnes,"2,85 milliards de tonnes","28,5 milliards de tonnes",285 milliards de tonnes,d,True,"D’après les mesures de la mission Gravity Recovery and Climate Experiment (GRACE) de la NASA, le Groenland perd chaque année plus de 285 milliards de tonnes de glace.",,,https://climate.nasa.gov/vital-signs/ice-sheets/,Ice Sheets | Vital Signs – Climate Change: Vital Signs of the Planet,,,,,,Doublon avec la 305,laydgeur,Matthieu Massart,Écartée,2019-02-13,2019-02-13 00:00:00,2020-09-28 00:00:00,"[16, 142, 161]"
131,"La caractéristique des gaz à effet de serre est d’absorber un  rayonnement. Oui, mais lequel ?",,QCM,1,3,Français,Les rayons infrarouges,La lumière visible,Les rayons X,Les ultraviolets,a,False,"Les gaz à effet de serre absorbent le rayonnement infrarouge émis par la terre, puis ré-émettent cette chaleur dans toutes les directions. Les échanges d'énergie entre le sol et l’atmosphère, dont les gaz à effet de serre, résultent en un «piégeage» de l'énergie rayonnée. On peut se représenter l'effet de serre comme une couette : sous la couette, on est juste bien en termes de température, la couette, c’est l’effet de serre naturel. Tous les GES que l’homme met dans l’atmosphère viennent rajouter des plumes dans la couette et il fait donc de plus en plus chaud.",,,https://fr.m.wikipedia.org/wiki/Effet_de_serre,Effet de serre — Wikipédia,,,,,"Graphique établi sur la base du 4ème rapport d’évaluation du GIEC, 2007 (AR4, WGI)",,laydgeur,Matthieu Massart,Validée,2019-02-14,2019-02-14 00:00:00,2020-09-28 00:00:00,"[12, 142]"
132,"Quelle est la production française de pétrole (en 2017, métropole) ?",,QCM,5,2,Français,800 tonnes,8 000 tonnes,80 000 tonnes,800 000 tonnes,d,True,"La France produit du pétrole sur son territoire, et pas qu’un peu : 800 000 tonnes en 2017 en métropole ! Cette production permet seulement de couvrir 1% de ses besoins en pétrole.",,,https://www.la-croix.com/Sciences-et-ethique/Environnement/Ou-trouve-petrole-France-2017-11-07-1200890170,Où trouve-t-on du pétrole en France ?,https://www.statistiques.developpement-durable.gouv.fr/sites/default/files/2018-10/datalab-43-chiffres-cles-de-l-energie-edition-_2018-septembre2018.pdf,,,,,,laydgeur,Raphael Odini,Validée,2019-02-15,2019-02-15 00:00:00,2020-09-28 00:00:00,"[1, 11]"
133,Quel est en France la part des poids lourds (>5t) dans le parc des véhicules routiers ?,,QCM,8,3,Français,"1,5 %","7,5 %",15 %,22 %,a,True,"Les poids lourds (>5t) en circulation en France représentent 1,4 % du parc routier (550 000 sur 39 millions de véhicules)",,,,,https://ccfa.fr/wp-content/uploads/2018/09/analyse_statistiques_2018_fr.pdf,,,,,,laydgeur,,Écartée,2020-04-24,2020-04-26 00:00:00,2020-06-24 00:00:00,"[1, 33]"
134,Combien de litres de kérosène consomme un avion de ligne pour relier Marseille à Paris ?,,QCM,2,2,Français,550 litres,"2,200 litres","4,400 litres","8,800 litres",c,True,Hypothèses du calcul: Airbus A320 avec 150 passagers,,,https://eco-calculateur.dta.aviation-civile.gouv.fr/,Calculateur d'émissions de gaz à effet de serre de l'aviation | ecocalc,,,,,,,laydgeur,Matthieu Massart,Validée,2019-02-19,2020-04-26 00:00:00,2020-09-28 00:00:00,"[33, 34]"
135,Quelle est la 1ère énergie renouvelable produite en France ?,,QCM,5,3,Français,Biocarburant,Biomasse,Éolien,Hydroélectricité,b,False,"La première énergie renouvelable produite en France est la biomasse (bois, résidus agricoles, ...) avec plus de 40% du total. L'hydroélectricité est 2ème, suivi par les biocarburants et l'éolien.",,,https://www.capital.fr/economie-politique/energies-renouvelables-ou-en-est-la-france-1343976,Energies renouvelables : où en est la France ? - Capital.fr,https://www.statistiques.developpement-durable.gouv.fr/sites/default/files/2018-10/datalab-35-cc-des-energies-renouvelables-edition-2018-mai2018-c.pdf#page7,,,,,"https://twitter.com/laydgeur/status/1098348146135044097
https://twitter.com/laydgeur/status/1166071796682149888

https://www.linkedin.com/feed/update/urn:li:activity:6531245430238519296/",laydgeur,Matthieu Massart,Validée,2019-02-21,2020-04-26 00:00:00,2020-09-28 00:00:00,"[1, 44]"
136,"Dans les transports intérieurs de voyageurs en France, quelle est la part du transport ferré (train+métro+RER) ?",,QCM,2,2,Français,10 %,20 %,30 %,40 %,a,True,Près de 80% de ces déplacements est fait en voiture.,,,,,https://www.statistiques.developpement-durable.gouv.fr/sites/default/files/2018-10/datalab-31-chiffres-cles-transport-mars2018-c.pdf#page20,,,,,"images alternatives:
- https://www.lagazettedescommunes.com/wp-content/uploads/2018/12/repar-trafic-interieur.jpg
- https://www.deplacementspros.com/photo/art/default/6075753-9067519.jpg",laydgeur,Matthieu Massart,Validée,2019-02-21,2020-04-26 00:00:00,2020-09-28 00:00:00,"[1, 33, 42]"
137,Les gaz à effet de serre qui s'accumulent sous l'action des activités humaines réchauffent la planète. Quelle part de l'énergie bloquée par ces gaz à effet de serre est absorbée par les océans ?,,QCM,1,2,Français,1%,10%,50%,91%,d,True,"L'eau possède en effet une très forte capacité à absorber la chaleur. Ce n'est pas pour rien que les centrales nucléaires sont installées à proximité de cours d'eau. A l'inverse, l'atmosphère n'en absorbe que 1%.",,,,,https://www.ipcc.ch/site/assets/uploads/2018/02/WG1AR5_Chapter03_FINAL.pdf,,,,"Où va cette énergie : eaux superficielles, eaux profondes, fonte de la glace, sols, air, incertitude",,laydgeur,Matthieu Massart,Validée,2019-02-22,2020-04-26 00:00:00,2020-09-28 00:00:00,"[12, 142, 156]"
138,"Depuis sa création en 1988, combien de rapports d'évaluation ont été publiés par le GIEC ?",,QCM,6,2,Français,2,3,5,7,c,True,"5 rapports d’évaluation (Assessment Report) ont été publiés par le GIEC depuis sa création.

En 1990, FAR (First Assessment Report).
En 1995, SAR (Second AR).
En 2001, TAR (Third AR).
En 2007, AR4 (4th AR).
En 2014, AR5 (5th AR).
Le 6ème rapport est prévu pour 2022.",,,https://fr.wikipedia.org/wiki/Groupe_d%27experts_intergouvernemental_sur_l%27%C3%A9volution_du_climat#Rapports_d'%C3%A9valuation,Groupe d'experts intergouvernemental sur l'évolution du climat — Wikipédia,https://www.ipcc.ch/reports/,,,,,,laydgeur,Matthieu Massart,Validée,2019-02-25,2020-04-26 00:00:00,2020-09-28 00:00:00,[22]
139,Lequel de ces gaz contribue le plus à l’effet de serre ?,,QCM,1,3,Français,Dioxyde de carbone (CO2),Hexafluorure soufre (SF6),Méthane (CH4),Vapeur d’eau (H2O),d,False,"Environ 2-3 fois plus que le CO2. Mais, à la différence (fondamentale) du CO2, les émissions de vapeur d’eau ne restent que quelques jours dans l’atmosphère avant de condenser et de précipiter, de sorte que la concentration de la vapeur d'eau dans l'atmosphère reste stable.",,,,,https://www.ipcc.ch/site/assets/uploads/2018/02/WG1AR5_Chapter08_FINAL.pdf,,,,,,laydgeur,Matthieu Massart,Validée,2019-02-26,2020-04-26 00:00:00,2020-09-28 00:00:00,"[12, 142, 155]"
140,Lequel de ces pays a le réseau routier le plus dense (en km de route par habitant) ?,,QCM,8,3,Français,Allemagne,France,Pays-Bas,Royaume-Uni,b,False,"Parmi les 4 pays précédents, la France est le pays avec le réseau routier le plus dense.",,,,,https://www.statistiques.developpement-durable.gouv.fr/sites/default/files/2018-10/datalab-31-chiffres-cles-transport-mars2018-c.pdf,,,,,,laydgeur,,Écartée,2019-02-27,2020-04-26 00:00:00,2020-05-10 00:00:00,[33]
141,Quelle est l'énergie la plus utilisée en Suède ?,,QCM,5,2,Français,Nucléaire,Biomasse,Pétrole,Hydraulique,a,False,"La première énergie utilisée en Suède est le nucléaire. En deuxième position on trouve la biomasse, suivie par le pétrole et produits pétroliers, et enfin l’hydraulique.",,,https://fr.wikipedia.org/wiki/%C3%89nergie_en_Su%C3%A8de#Ressources_%C3%A9nerg%C3%A9tiques,Énergie en Suède — Wikipédia,http://www.energimyndigheten.se/en/news/2019/energy-in-sweden---facts-and-figures-2019-available-now/,,,,,,laydgeur,Raphael Odini,Validée,2019-03-01,2020-04-26 00:00:00,2020-09-28 00:00:00,[47]
142,"En France, quelle est la part des forêts et des milieux semi-naturels (arbustes, herbes) dans le territoire métropolitain ?",,QCM,4,3,Français,15%,25 %,35 %,45 %,c,True,Les forêts et milieux semi-naturels représentent environ 35% du territoire métropolitain.,,,,,https://www.statistiques.developpement-durable.gouv.fr/sites/default/files/2018-10/datalab-36-environnement-agriculture-les-cc-edition-2018-juin2018.pdf,,,,,,laydgeur,,Écartée,2019-03-01,2020-04-26 00:00:00,2020-05-10 00:00:00,"[1, 20]"
143,"En 2018, la concentration de CO2 dans l’atmosphère a dépassé les 410 ppm (parties par million). Quand cela s’est-il produit pour la dernière fois ?",,QCM,1,2,Français,Il y a 1000 ans,Il y a 5000 ans,Il y a 800 000 ans,Il y a plusieurs millions d’années,d,True,C'était à l'époque géologique du Pliocène. Les températures mondiales étaient 3 à 4 °C plus élevées qu’aujourd’hui et le niveau de la mer 15 à 20 mètres plus haut.,,,https://www.nouvelobs.com/planete/20190406.OBS11209/le-taux-de-co2-dans-l-atmosphere-est-au-plus-haut-depuis-3-millions-d-annees.html,Le taux de CO2 dans l’atmosphère est au plus haut depuis 3 millions d’années,https://www.nature.com/articles/ncomms14845,,,,,"Réponse initiale: Il y a 20 millions d’années.

Image originale: https://raw.githubusercontent.com/raphodn/know-your-planet/master/data/images/questions/laydgeur/041.jpg

Image alternative: http://www.illustratedcuriosity.com/files/media/39990/wmo.jpg",laydgeur,Matthieu Massart,Validée,2019-03-04,2020-04-26 00:00:00,2020-09-28 00:00:00,"[12, 13, 142, 153]"
144,Le pipeline Nord Stream est un gazoduc de 1200km reliant la Russie à l'Allemagne. Quelle est sa capacité annuelle ?,,QCM,5,3,Français,550 millions de m3,"5,5 milliards de m3",55 milliards de m3,550 milliards de m3,c,True,Le pipeline Nord Stream a une capacité annuelle de 55 milliards de m3 de gaz.,,,,,https://www.nord-stream.com/,Nord Stream AG,,,,,laydgeur,,Écartée,2019-03-05,2020-04-26 00:00:00,2020-05-10 00:00:00,"[41, 47]"
145,Combien de publications scientifiques sont référencées dans le dernier rapport d’évaluation du GIEC de 2014 ?,,QCM,8,3,Français,3 000,9 000,17 000,31 000,d,True,"Le dernier rapport d’évaluation du GIEC de 2014 fait référence à environ 31000 publications scientifiques.
9200 dans le groupe I
12000 dans le groupe II
10000 dans le groupe III",,,,,https://www.ipcc.ch/site/assets/uploads/2018/03/WGIII_AR5_FactSheet-1.pdf,,,,Exemples d'un rapport du GIEC listant les références des études scientifiques sur lequel il s'est appuyé. Il y a des centaines de pages comme celles-ci.,,laydgeur,Matthieu Massart,Validée,2019-03-06,2020-04-26 00:00:00,2020-09-28 00:00:00,[22]
